code,target,sigprice,gentime,usertag
SHFE.cu.2202,0,70110,20220117142900000,exitlong
SHFE.cu.2202,-1,70090,20220117143000000,entershort
SHFE.cu.2202,0,70090,20220117143200000,exitshort
SHFE.cu.2202,1,70090,20220117143300000,enterlong
SHFE.cu.2202,0,70120,20220117143500000,exitlong
SHFE.cu.2202,-1,70070,20220117143700000,entershort
SHFE.cu.2202,0,70050,20220117143800000,exitshort
SHFE.cu.2202,1,70080,20220117143900000,enterlong
SHFE.cu.2202,0,70080,20220117144200000,exitlong
SHFE.cu.2202,1,70080,20220117144300000,enterlong
SHFE.cu.2202,0,70060,20220117144400000,exitlong
SHFE.cu.2202,1,70090,20220117144600000,enterlong
SHFE.cu.2202,0,70060,20220117144800000,exitlong
SHFE.cu.2202,1,70070,20220117144900000,enterlong
SHFE.cu.2202,0,70070,20220117145100000,exitlong
SHFE.cu.2202,1,70070,20220117145200000,enterlong
SHFE.cu.2202,0,70090,20220117145400000,exitlong
SHFE.cu.2202,1,70130,20220117145500000,enterlong
SHFE.cu.2202,0,70170,20220117145700000,exitlong
SHFE.cu.2202,-1,70170,20220117145800000,entershort
SHFE.cu.2202,0,70170,20220117145900000,exitshort
SHFE.cu.2202,-1,70170,20220117150000000,entershort
SHFE.cu.2202,0,69700,20220117210100000,exitshort
SHFE.cu.2202,1,69770,20220117210300000,enterlong
SHFE.cu.2202,0,69910,20220117212800000,exitlong
SHFE.cu.2202,1,69950,20220117212900000,enterlong
SHFE.cu.2202,0,69920,20220117213100000,exitlong
SHFE.cu.2202,-1,69870,20220117213200000,entershort
SHFE.cu.2202,0,69880,20220117213400000,exitshort
SHFE.cu.2202,-1,69850,20220117213500000,entershort
SHFE.cu.2202,0,69900,20220117213700000,exitshort
SHFE.cu.2202,-1,69890,20220117214100000,entershort
SHFE.cu.2202,0,69970,20220117214500000,exitshort
SHFE.cu.2202,-1,69940,20220117214600000,entershort
SHFE.cu.2202,0,69910,20220117215200000,exitshort
SHFE.cu.2202,1,69920,20220117215500000,enterlong
SHFE.cu.2202,0,69900,20220117215600000,exitlong
SHFE.cu.2202,1,69910,20220117215700000,enterlong
SHFE.cu.2202,0,69880,20220117215800000,exitlong
SHFE.cu.2202,1,69890,20220117215900000,enterlong
SHFE.cu.2202,0,69880,20220117220000000,exitlong
SHFE.cu.2202,-1,69830,20220117220100000,entershort
SHFE.cu.2202,0,69850,20220117220200000,exitshort
SHFE.cu.2202,1,69860,20220117220400000,enterlong
SHFE.cu.2202,0,69840,20220117220500000,exitlong
SHFE.cu.2202,1,69840,20220117220600000,enterlong
SHFE.cu.2202,0,69820,20220117220800000,exitlong
SHFE.cu.2202,1,69830,20220117220900000,enterlong
SHFE.cu.2202,0,69850,20220117221200000,exitlong
SHFE.cu.2202,1,69880,20220117221500000,enterlong
SHFE.cu.2202,0,69860,20220117221600000,exitlong
SHFE.cu.2202,1,69820,20220117221700000,enterlong
SHFE.cu.2202,0,69840,20220117222100000,exitlong
SHFE.cu.2202,1,69870,20220117222500000,enterlong
SHFE.cu.2202,0,69870,20220117222600000,exitlong
SHFE.cu.2202,1,69900,20220117222700000,enterlong
SHFE.cu.2202,0,69900,20220117222800000,exitlong
SHFE.cu.2202,1,69910,20220117222900000,enterlong
SHFE.cu.2202,0,69970,20220117223900000,exitlong
SHFE.cu.2202,1,70000,20220117224100000,enterlong
SHFE.cu.2202,0,70030,20220117224300000,exitlong
SHFE.cu.2202,-1,69990,20220117224700000,entershort
SHFE.cu.2202,0,69930,20220117225100000,exitshort
SHFE.cu.2202,1,69970,20220117225200000,enterlong
SHFE.cu.2202,0,69990,20220117225700000,exitlong
SHFE.cu.2202,1,70020,20220117225800000,enterlong
SHFE.cu.2202,0,69980,20220117225900000,exitlong
SHFE.cu.2202,1,70030,20220117230100000,enterlong
SHFE.cu.2202,0,69990,20220117230200000,exitlong
SHFE.cu.2202,1,69990,20220117230300000,enterlong
SHFE.cu.2202,0,69970,20220117230400000,exitlong
SHFE.cu.2202,-1,69970,20220117230500000,entershort
SHFE.cu.2202,0,69930,20220117230700000,exitshort
SHFE.cu.2202,1,69950,20220117230800000,enterlong
SHFE.cu.2202,0,69930,20220117230900000,exitlong
SHFE.cu.2202,1,69940,20220117231000000,enterlong
SHFE.cu.2202,0,69970,20220117231500000,exitlong
SHFE.cu.2202,1,70010,20220117231900000,enterlong
SHFE.cu.2202,0,69950,20220117232000000,exitlong
SHFE.cu.2202,-1,69940,20220117232200000,entershort
SHFE.cu.2202,0,69960,20220117233100000,exitshort
SHFE.cu.2202,-1,69940,20220117233200000,entershort
SHFE.cu.2202,0,69970,20220117233400000,exitshort
SHFE.cu.2202,-1,69940,20220117233500000,entershort
SHFE.cu.2202,0,69970,20220117233900000,exitshort
SHFE.cu.2202,1,69990,20220117234000000,enterlong
SHFE.cu.2202,0,69960,20220117234100000,exitlong
SHFE.cu.2202,1,69960,20220117234200000,enterlong
SHFE.cu.2202,0,69940,20220117234400000,exitlong
SHFE.cu.2202,1,69980,20220117234500000,enterlong
SHFE.cu.2202,0,69960,20220117234600000,exitlong
SHFE.cu.2202,1,69970,20220117234700000,enterlong
SHFE.cu.2202,0,69960,20220117234900000,exitlong
SHFE.cu.2202,-1,69920,20220117235000000,entershort
SHFE.cu.2202,0,69920,20220117235100000,exitshort
SHFE.cu.2202,-1,69900,20220117235200000,entershort
SHFE.cu.2202,0,69930,20220117235400000,exitshort
SHFE.cu.2202,-1,69900,20220117235500000,entershort
SHFE.cu.2202,0,69920,20220117235600000,exitshort
SHFE.cu.2202,1,69930,20220117235700000,enterlong
SHFE.cu.2202,0,70000,20220118000600000,exitlong
SHFE.cu.2202,1,70010,20220118000800000,enterlong
SHFE.cu.2202,0,69990,20220118001000000,exitlong
SHFE.cu.2202,-1,69930,20220118001700000,entershort
SHFE.cu.2202,0,69950,20220118001800000,exitshort
SHFE.cu.2202,1,69980,20220118001900000,enterlong
SHFE.cu.2202,0,69990,20220118002800000,exitlong
SHFE.cu.2202,1,70020,20220118002900000,enterlong
SHFE.cu.2202,0,70000,20220118003000000,exitlong
SHFE.cu.2202,-1,70010,20220118003200000,entershort
SHFE.cu.2202,0,70010,20220118003500000,exitshort
SHFE.cu.2202,-1,70010,20220118003600000,entershort
SHFE.cu.2202,0,70000,20220118004300000,exitshort
SHFE.cu.2202,1,70020,20220118004400000,enterlong
SHFE.cu.2202,0,70010,20220118004500000,exitlong
SHFE.cu.2202,1,70010,20220118004600000,enterlong
SHFE.cu.2202,0,70010,20220118005100000,exitlong
SHFE.cu.2202,1,70020,20220118005200000,enterlong
SHFE.cu.2202,0,70020,20220118005400000,exitlong
SHFE.cu.2202,1,70050,20220118005500000,enterlong
SHFE.cu.2202,0,70040,20220118005600000,exitlong
SHFE.cu.2202,-1,70020,20220118005700000,entershort
SHFE.cu.2202,0,70040,20220118005800000,exitshort
SHFE.cu.2202,1,70040,20220118005900000,enterlong
SHFE.cu.2202,0,69990,20220118010000000,exitlong
SHFE.cu.2202,1,70080,20220118090100000,enterlong
SHFE.cu.2202,0,70020,20220118090200000,exitlong
SHFE.cu.2202,-1,69980,20220118090300000,entershort
SHFE.cu.2202,0,70000,20220118090400000,exitshort
SHFE.cu.2202,-1,69990,20220118090500000,entershort
SHFE.cu.2202,0,70030,20220118090600000,exitshort
SHFE.cu.2202,-1,70030,20220118090700000,entershort
SHFE.cu.2202,0,69970,20220118091500000,exitshort
SHFE.cu.2202,-1,69950,20220118091700000,entershort
SHFE.cu.2202,0,69980,20220118092100000,exitshort
SHFE.cu.2202,-1,69990,20220118092200000,entershort
SHFE.cu.2202,0,70000,20220118092300000,exitshort
SHFE.cu.2202,1,70020,20220118092400000,enterlong
SHFE.cu.2202,0,70000,20220118092500000,exitlong
SHFE.cu.2202,1,70020,20220118092600000,enterlong
SHFE.cu.2202,0,70020,20220118092700000,exitlong
SHFE.cu.2202,-1,70010,20220118092800000,entershort
SHFE.cu.2202,0,70010,20220118092900000,exitshort
SHFE.cu.2202,-1,69990,20220118093000000,entershort
SHFE.cu.2202,0,69990,20220118093600000,exitshort
