code,target,sigprice,gentime,usertag
SHFE.cu.HOT,1,67300,20210318103200000,enterlong
SHFE.cu.HOT,0,67280,20210318103300000,exitlong
SHFE.cu.HOT,1,67290,20210318103500000,enterlong
SHFE.cu.HOT,0,67250,20210318103600000,exitlong
SHFE.cu.HOT,-1,67190,20210318103700000,entershort
SHFE.cu.HOT,0,67210,20210318103800000,exitshort
SHFE.cu.HOT,-1,67150,20210318104000000,entershort
SHFE.cu.HOT,0,67180,20210318104300000,exitshort
SHFE.cu.HOT,-1,67170,20210318104700000,entershort
SHFE.cu.HOT,0,67220,20210318105400000,exitshort
SHFE.cu.HOT,1,67250,20210318105700000,enterlong
SHFE.cu.HOT,0,67240,20210318110300000,exitlong
SHFE.cu.HOT,1,67230,20210318110400000,enterlong
SHFE.cu.HOT,0,67200,20210318110500000,exitlong
SHFE.cu.HOT,-1,67190,20210318110600000,entershort
SHFE.cu.HOT,0,67130,20210318111200000,exitshort
SHFE.cu.HOT,1,67150,20210318111300000,enterlong
SHFE.cu.HOT,0,67060,20210318111400000,exitlong
SHFE.cu.HOT,1,67070,20210318111500000,enterlong
SHFE.cu.HOT,0,67100,20210318112000000,exitlong
SHFE.cu.HOT,-1,67080,20210318112100000,entershort
SHFE.cu.HOT,0,67100,20210318112400000,exitshort
SHFE.cu.HOT,-1,67080,20210318112500000,entershort
SHFE.cu.HOT,0,67020,20210318113000000,exitshort
SHFE.cu.HOT,-1,66890,20210318133100000,entershort
SHFE.cu.HOT,0,66950,20210318133200000,exitshort
SHFE.cu.HOT,1,67000,20210318133300000,enterlong
SHFE.cu.HOT,0,66960,20210318133400000,exitlong
SHFE.cu.HOT,1,66980,20210318133500000,enterlong
SHFE.cu.HOT,0,66890,20210318133700000,exitlong
SHFE.cu.HOT,-1,66880,20210318133900000,entershort
SHFE.cu.HOT,0,66860,20210318134200000,exitshort
SHFE.cu.HOT,-1,66790,20210318134800000,entershort
SHFE.cu.HOT,0,66830,20210318135000000,exitshort
SHFE.cu.HOT,-1,66790,20210318135100000,entershort
SHFE.cu.HOT,0,66850,20210318135500000,exitshort
SHFE.cu.HOT,-1,66850,20210318135800000,entershort
SHFE.cu.HOT,0,66680,20210318140400000,exitshort
SHFE.cu.HOT,1,66690,20210318140500000,enterlong
SHFE.cu.HOT,0,66680,20210318140800000,exitlong
SHFE.cu.HOT,1,66740,20210318140900000,enterlong
SHFE.cu.HOT,0,66790,20210318141300000,exitlong
SHFE.cu.HOT,-1,66750,20210318141500000,entershort
SHFE.cu.HOT,0,66790,20210318141700000,exitshort
SHFE.cu.HOT,1,66820,20210318141900000,enterlong
SHFE.cu.HOT,0,66970,20210318142700000,exitlong
SHFE.cu.HOT,-1,66940,20210318143000000,entershort
SHFE.cu.HOT,0,67020,20210318143200000,exitshort
SHFE.cu.HOT,-1,66980,20210318143300000,entershort
SHFE.cu.HOT,0,67020,20210318143400000,exitshort
SHFE.cu.HOT,-1,66990,20210318143600000,entershort
SHFE.cu.HOT,0,67010,20210318143700000,exitshort
SHFE.cu.HOT,-1,66990,20210318144000000,entershort
SHFE.cu.HOT,0,66880,20210318145000000,exitshort
SHFE.cu.HOT,1,66910,20210318145200000,enterlong
SHFE.cu.HOT,0,66910,20210318145300000,exitlong
SHFE.cu.HOT,-1,66870,20210318145400000,entershort
SHFE.cu.HOT,0,66890,20210318145600000,exitshort
SHFE.cu.HOT,1,66920,20210318150000000,enterlong
SHFE.cu.HOT,0,67030,20210318210200000,exitlong
SHFE.cu.HOT,-1,66930,20210318210300000,entershort
SHFE.cu.HOT,0,66970,20210318210400000,exitshort
SHFE.cu.HOT,1,66980,20210318210500000,enterlong
SHFE.cu.HOT,0,66970,20210318210800000,exitlong
SHFE.cu.HOT,-1,66920,20210318211000000,entershort
SHFE.cu.HOT,0,66920,20210318211100000,exitshort
SHFE.cu.HOT,1,66990,20210318211300000,enterlong
SHFE.cu.HOT,0,66960,20210318211500000,exitlong
SHFE.cu.HOT,-1,66920,20210318211700000,entershort
SHFE.cu.HOT,0,66880,20210318212100000,exitshort
SHFE.cu.HOT,-1,66840,20210318212200000,entershort
SHFE.cu.HOT,0,66900,20210318212300000,exitshort
SHFE.cu.HOT,-1,66860,20210318212800000,entershort
SHFE.cu.HOT,0,66940,20210318213100000,exitshort
SHFE.cu.HOT,1,66950,20210318213200000,enterlong
SHFE.cu.HOT,0,66960,20210318213400000,exitlong
SHFE.cu.HOT,-1,66960,20210318213500000,entershort
SHFE.cu.HOT,0,66970,20210318213700000,exitshort
SHFE.cu.HOT,-1,66940,20210318213800000,entershort
SHFE.cu.HOT,0,66990,20210318213900000,exitshort
SHFE.cu.HOT,1,67010,20210318214000000,enterlong
SHFE.cu.HOT,0,67080,20210318214500000,exitlong
SHFE.cu.HOT,-1,67040,20210318214700000,entershort
SHFE.cu.HOT,0,67060,20210318214800000,exitshort
SHFE.cu.HOT,1,67160,20210318215200000,enterlong
SHFE.cu.HOT,0,67270,20210318220500000,exitlong
SHFE.cu.HOT,-1,67290,20210318220800000,entershort
SHFE.cu.HOT,0,67270,20210318221200000,exitshort
